ID,Título,Medio,Ciudad del medio (o país),Mes,Fecha de publicación,Link,KW de búsqueda,Mención en título KW_G1,Mención en título KW_G2,Mención unifficada,
2675,¿Qué es la plurinacionalidad y qué implicancias tiene que Chile se convierta en un Estado plurinacional?: Conoce los detalles en “Hablemos de Chile”,13.cl,Región Metropolitana,Julio 2022,13/07/2022,https://www.13.cl/c/blog/que-es-la-plurinacionalidad-y-que-implicancias-tiene-que-chile-se-convierta-en-un-estado,Plurinacionalidad,Sí,No,Sí,
2676,100 Indecisos: Revive el capítulo sobre la Plurinacionalidad en la propuesta de Nueva Constitución,Meganoticias.cl,Región Metropolitana,Julio 2022,28/07/2022,https://www.meganoticias.cl/nacional/384650-en-vivo-mega-100-indecisos-cuarto-capitulo-plurinacionalidad.html,Plurinacionalidad,Sí,No,Sí,
2677,Exconvencionales Elisa Loncon y Ruggero Cozzi debatieron en la UC sobre plurinacionalidad,Uc.cl,Región Metropolitana,Julio 2022,15/07/2022,https://politicaspublicas.uc.cl/noticia/exconvencionales-elisa-loncon-y-ruggero-cozzi-debatieron-en-la-uc-sobre-plurinacionalidad/,Plurinacionalidad,Sí,No,Sí,
2678,La plurinacionalidad en la nueva Constitución. Por Carlos López Dawson,Lemondediplomatique.cl,Región Metropolitana,Julio 2022,31/07/2022,https://www.lemondediplomatique.cl/la-plurinacionalidad-en-la-nueva-constitucion-por-carlos-lopez-dawson.html,Plurinacionalidad,Sí,No,Sí,
2680,Exconstituyentes de Chile llegan a Bolivia para revisar efectos de la Constitución “Plurinacional”,Paginasiete.bo,Bolivia,Julio 2022,20/07/2022,https://www.paginasiete.bo/nacional/exconstituyentes-de-chile-llegan-a-bolivia-para-revisar-efectos-de-la-constitucion-plurinacional-MC3260097,Plurinacionalidad,Sí,No,Sí,
2681,"Aborto, familia y plurinacionalidad: los apuntes de Obispos de Chile sobre nueva Constitución",Biobiochile.cl,Región Metropolitana,Julio 2022,22/07/2022,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2022/07/22/aborto-familia-y-plurinacionalidad-los-apuntes-de-obispos-de-chile-sobre-nueva-constitucion.shtml,Plurinacionalidad,Sí,No,Sí,
2682,Nación Mapuche. Ex convencionales de Pueblos Indígenas: “Es imposible que la plurinacionalidad permita la vulneración de la soberanía de Chile”,Resumenlatinoamericano.org,Argentina,Julio 2022,20/07/2022,https://www.resumenlatinoamericano.org/2022/07/20/nacion-mapuche-ex-convencionales-de-pueblos-indigenas-es-imposible-que-la-plurinacionalidad-permita-la-vulneracion-de-la-soberania-de-chile/,Plurinacionalidad,Sí,No,Sí,
2683,"Camino propio en temas de género y naturaleza, pero no tanta similitud con Bolivia en plurinacionalidad: el análisis del CEP al “ADN” de la propuesta de nueva Constitución",Latercera.com,Región Metropolitana,Julio 2022,04/07/2022,https://www.latercera.com/la-tercera-pm/noticia/camino-propio-en-temas-de-genero-y-naturaleza-pero-no-tanta-similitud-con-bolivia-en-plurinacionalidad-el-analisis-del-cep-al-adn-de-la-propuesta-de-nueva-constitucion/2NPZ7B6A25DWFNUSGRVV42SNEU/,Plurinacionalidad,Sí,No,Sí,
2684,"Alvear rectificó sus dichos sobre “no tener un Estado”: “Vamos a tener distintas naciones, lo que debilita al Estado”.",Cnnchile.com,Región Metropolitana,Julio 2022,28/07/2022,https://www.cnnchile.com/lodijeronencnn/soledad-alvear-propuesta-nueva-constitucion-estado_20220728/,Plurinacionalidad,No,Sí,Sí,
2685,Domingo Namuncura y el debate constitucional sobre la Plurinacionalidad ,Piensachile.com,Región Metropolitana,Julio 2022,30/07/2022,https://piensachile.com/2022/07/30/79123/,Plurinacionalidad,Sí,No,Sí,
2686,"“Enfoque plurinacional y de género”, la hoja de ruta del Mineduc que bajó de su página web",Ellibero.cl,Región Metropolitana,Julio 2022,16/07/2022,https://ellibero.cl/actualidad/enfoque-plurinacional-y-de-genero-la-hoja-de-ruta-del-mineduc-que-bajo-de-su-pagina-web/,Plurinacionalidad,Sí,No,Sí,
2687,"La propuesta de nueva Constitución le permitirá a Evo Morales “establecer, a través de la Plurinacionalidad con autonomía y autogobierno, la independencia o anexión de algún territorio declarado de Pueblos Originarios”: #Falso",Fastcheck.cl,Región Metropolitana,Julio 2022,13/07/2022,https://www.fastcheck.cl/2022/07/13/la-propuesta-de-nueva-constitucion-le-permitira-a-evo-morales-establecer-a-traves-de-la-plurinacionalidad-con-autonomia-y-autogobierno-la-independencia-o-anexion-de-algun-territorio-declarado-de/,Plurinacionalidad,Sí,No,Sí,
2688,"“Es plurinacional, intercultural, regional y ecológico”: el análisis de este articulado en el 2° podcast de Stock Constituyente",Interferencia.cl,Región Metropolitana,Julio 2022,20/07/2022,https://interferencia.cl/articulos/es-plurinacional-intercultural-regional-y-ecologico-el-analisis-de-este-articulado-en-el,Plurinacionalidad,Sí,No,Sí,
2689,Saca La Voz en Radio Pudahuel: Importancia de una constitución y el concepto de plurinacionalidad,Pudahuel.cl,Región Metropolitana,Julio 2022,12/07/2022,https://www.pudahuel.cl/programas/2022/07/saca-la-voz-capitulo-1-importancia-de-una-constitucion-y-el-concepto-de-plurinacionalidad/,Plurinacionalidad,Sí,No,Sí,
2690,"Rosa Catrileo sobre reconocimiento a derechos indígenas en la NC: “Cuando alguien no se siente parte, ahí se asientan gérmenes de separación”  ",Radionuevomundo.cl,Región Metropolitana,Julio 2022,28/07/2022,https://radionuevomundo.cl/2022/07/28/rosa-catrileo-acerca-de-reconocimiento-de-derechos-indigenas-en-la-nc-cuando-alguien-no-se-siente-parte-ahi-se-asientan-germenes-de-separacion/,Plurinacionalidad,No,Sí,Sí,
2691,"La ironía de la inclusión étnica en un estado plurinacional
",Latercera.com,Región Metropolitana,Julio 2022,26/07/2022,https://www.latercera.com/opinion/noticia/la-ironia-de-la-inclusion-etnica-en-un-estado-plurinacional/APGGRGWXDZAKXASIBUVA42RH4M/,Plurinacionalidad,Sí,No,Sí,
2699,(22) Confianza en el pluralismo jurídico,Ciperchile.cl,Región Metropolitana,Julio 2022,29/07/2022,https://www.ciperchile.cl/2022/07/29/22-pluralismo-juridico/,Plurinacionalidad,No,Sí,Sí,
2703,Ossandón: “Transformaron a pueblos originarios en ciudadanos de primera clase”,Lanacion.cl,Región Metropolitana,Julio 2022,19/07/2022,https://www.lanacion.cl/ossandon-transformaron-a-pueblos-originarios-en-ciudadanos-de-primera-clase/,Plurinacionalidad,No,Sí,Sí,
2707,Columna de Sergio Muñoz Riveros: Boric acepta varias naciones en Chile,Latercera.com,Región Metropolitana,Julio 2022,27/07/2022,https://www.latercera.com/opinion/noticia/columna-de-sergio-munoz-riveros-boric-acepta-varias-naciones-en-chile/VU4P3NL2MND4RKC3D4UQO2XEXA/,Plurinacionalidad,No,Sí,Sí,
2711,"El alcance y la discusión sobre el ""consentimiento"" indígena del artículo 191: ¿Se necesitaría para poner un ""negocio""?",Emol.com,Región Metropolitana,Julio 2022,12/07/2022,https://www.emol.com/noticias/Nacional/2022/07/12/1066652/alcance-consentimiento-indigena-proyecto-constitucion.html,Plurinacionalidad,No,Sí,Sí,
2717,Intelectuales aymaras debaten desafíos en la construcción de los Estados Plurinacionales,Abi.bo,Bolivia,Julio 2022,17/07/2022,https://abi.bo/index.php/component/content/article/35-notas/noticias/politica/24462-intelectuales-aymaras-debaten-desafios-en-la-construccion-de-los-estados-plurinacionales?Itemid=101,Plurinacionalidad,Sí,No,Sí,
2724,VIDEO| Ossandón y su enredo con autogobierno: Pérez lo corrige con propuesta en mano,Eldesconcierto.cl,Región Metropolitana,Julio 2022,22/07/2022,https://www.eldesconcierto.cl/nacional/2022/07/22/video-ossandon-y-su-enredo-con-autogobierno-perez-lo-corrige-con-propuesta-en-mano.html,Plurinacionalidad,No,Sí,Sí,
2730,El plurinacionalismo como superación de la ideología del occidentalismo,Elclarin.cl,Región Metropolitana,Julio 2022,23/07/2022,https://www.elclarin.cl/2022/07/23/el-plurinacionalismo-como-superacion-de-la-ideologia-del-occidentalismo/,Plurinacionalidad,Sí,No,Sí,
2732,Nación Mapuche. Nueva Imperial: acoso de fuerzas represivas en territorios recuperados,Resumenlatinoamericano.org,Argentina,Julio 2022,20/07/2022,https://www.resumenlatinoamericano.org/2022/07/20/nacion-mapuche-nueva-imperial-acoso-de-fuerzas-represivas-en-territorios-recuperados/,Plurinacionalidad,No,Sí,Sí,
2744,Derechos a pueblos indígenas entregaría mayores atribuciones legales a etnias,Latribuna.cl,Región del Biobío,Julio 2022,30/07/2022,https://www.latribuna.cl/convencion-constitucional/2022/07/30/derechos-a-pueblos-indigenas-entregaria-mayores-atribuciones-legales-a-etnias.html,Plurinacionalidad,No,Sí,Sí,
2746,"Sabas Chahuán, exFiscal Nacional: “El proceso de modificación constitucional es irreversible”",Eldesconcierto.cl,Región Metropolitana,Julio 2022,02/07/2022,https://www.eldesconcierto.cl/reportajes/2022/07/02/sabas-chahuan-exfiscal-nacional-el-proceso-de-modificacion-constitucional-es-irreversible.html,Plurinacionalidad,No,Sí,Sí,
2750,Elisa Loncon insiste en que expropiación sólo podrá gestionarse con el consentimiento del propietario,Pauta.cl,Región Metropolitana,Julio 2022,14/07/2022,https://www.pauta.cl/politica/elisa-loncon-insiste-expropiacion-solo-podra-gestionarse-con-consentimiento,Plurinacionalidad,No,Sí,Sí,
2753,Asociaciones de PP.OO. exigen a municipio de El Quisco consulta indígena por desarrollo de nuevo plan regulador,Emol.com,Región Metropolitana,Julio 2022,14/07/2022,https://www.emol.com/noticias/Nacional/2022/07/14/1066911/comunidades-exigen-consulta-indigena-quisco.html,Plurinacionalidad,No,Sí,Sí,
2758,"VIDEO| Bárbara Sepúlveda derriba mitos sobre justicia indígena, propiedad y sistema de salud en nueva Constitución",Lavozdelosquesobran.cl,Región Metropolitana,Julio 2022,21/07/2022,https://lavozdelosquesobran.cl/programas/video-barbara-sepulveda-derriba-mitos-sobre-justicia-indigena-propiedad-y-sistema-de-salud-en-nueva-constitucion/21072022,Plurinacionalidad,No,Sí,Sí,
2789,Nación Mapuche. Con actitud intimidatoria los Carabineros ingresa al Lof Rosa Huenchuman,Resumenlatinoamericano.org,Argentina,Julio 2022,21/07/2022,https://www.resumenlatinoamericano.org/2022/07/21/nacion-mapuche-intimidando-carabineros-ingresa-al-lof-rosa-huenchuman/,Plurinacionalidad,No,Sí,Sí,
2795,Es falso que los pueblos indígenas tendrán que consentir ingreso de militares si se aprueba la Nueva Constitución,Malaespinacheck.cl,Región Metropolitana,Julio 2022,06/07/2022,https://lupaconstitucional.malaespinacheck.cl/2022/07/06/es-falso-que-los-pueblos-indigenas-tendran-que-consentir-ingreso-de-militares/,Plurinacionalidad,No,Sí,Sí,
2811,Del papel al itrofill mongen: El legado verde del pueblo mapuche en la nueva Constitución,Mapuexpress.org,Región de La Araucanía,Julio 2022,05/07/2022,https://www.mapuexpress.org/2022/07/05/del-papel-al-itrofill-mongen-el-legado-verde-del-pueblo-mapuche-en-la-nueva-constitucion/,Plurinacionalidad,No,Sí,Sí,
2813,Pueblos Indígenas en la propuesta de nueva Constitución,Elciudadano.com,Región Metropolitana,Julio 2022,27/07/2022,https://www.elciudadano.com/actualidad/pueblos-indigenas-en-la-propuesta-de-nueva-constitucion/07/27/,Plurinacionalidad,No,Sí,Sí,
2820,Propuesta constitucional ¿Qué es el Pluralismo Jurídico?,24horas.cl,Región Metropolitana,Julio 2022,27/07/2022,https://www.24horas.cl/proceso-constituyente/propuesta-constitucional-que-es-el-pluralismo-juridico,Plurinacionalidad,No,Sí,Sí,
2821,"Elisa Loncon, ex presidenta de la Convención Constituyente: “Por primera vez en este edificio estuvimos las regiones, las mujeres y los pueblos”",Radio.uchile.cl,Región Metropolitana,Julio 2022,04/07/2022,https://radio.uchile.cl/2022/07/04/elisa-loncon-ex-presidenta-de-la-convencion-constituyente-por-primera-vez-en-este-edificio-estuvimos-las-regiones-las-mujeres-y-los-pueblos/,Plurinacionalidad,No,Sí,Sí,
2823,Pueblos originarios y democracia,Df.cl,Región Metropolitana,Julio 2022,25/07/2021,https://www.df.cl/opinion/columnistas/pueblos-originarios-y-democracia,Plurinacionalidad,No,Sí,Sí,
2832,La Convención Constituyente logró la hazaña de entregar al pueblo la única Constitución legítima en el origen,Elclarin.cl,Región Metropolitana,Julio 2022,06/07/2022,https://www.elclarin.cl/2022/07/06/la-convencion-constituyente-logro-la-hazana-de-entregar-al-pueblo-la-unica-constitucion-legitima-en-el-origen/,Plurinacionalidad,No,Sí,Sí,
2835,Nueva Constitución | ¿Qué significa y qué es un Estado Plurinacional,Redgol.cl,Región Metropolitana,Julio 2022,29/07/2022,https://redgol.cl/tendencias/Plebiscito-de-Salida--Que-significa-que-Chile-sea-un-Estado-Plurinacional-en-la-nueva-Constitucion-20220729-0040.html,Plurinacional,Sí,No,Sí,
2836,"Exconstituyentes: “En Chile, detrás de la idea plurinacional de Evo y García se usa a la causa indígena”",Paginasiete.bo,Bolivia,Julio 2022,25/07/2022,https://www.paginasiete.bo/nacional/exconstituyentes-en-chile-detras-de-la-idea-plurinacional-de-evo-y-garcia-se-usa-a-la-causa-indigena-MX3321824,Plurinacional,Sí,No,Sí,
2837,"Chile plurinacional, regional y ecológico: «Conoce la propuesta de Nueva Constitución»",Revistadefrente.cl,Región Metropolitana,Julio 2022,04/07/2022,https://www.revistadefrente.cl/chile-plurinacional-regional-y-ecologico-conoce-la-propuesta-de-nueva-constitucion/,Plurinacional,Sí,No,Sí,
2838,Revolución Ciclista Plurinacional comenzó nuevo ciclo de marchas por el Apruebo,Fortinmapocho.cl,Región Metropolitana,Julio 2022,17/07/2022,https://www.fortinmapocho.cl/2022/07/17/revolucion-ciclista-plurinacional-comenzo-nuevo-ciclo-de-marchas-por-el-apruebo/,Plurinacional,Sí,No,Sí,
2839,Exconvencionales UDI viajan a Bolivia para ver “in situ” efectos de una Constitución “plurinacional”,T13.cl,Región Metropolitana,Julio 2022,19/07/2022,https://www.t13.cl/noticia/plebiscito-2022/politica/exconvencionales-udi-viajan-bolivia-ver-in-situ-efectos-constitucion-plurinacional,Plurinacional,Sí,No,Sí,
2840,¿En qué consiste el Estado Plurinacional propuesto en la nueva Constitución?,Ladiscusion.cl,Región de Ñuble,Julio 2022,18/07/2022,https://www.ladiscusion.cl/214566-2/,Plurinacional,Sí,No,Sí,
2842,"Hans Curamil, encargado del nuevo departamento de pueblos originarios de la UDI: “Dibujar Chile como un país plurinacional no es el camino (...) tiene que ser un estado intercultural que reconozca las riquezas de todos los pueblos”
",Latercera.com,Región Metropolitana,Julio 2022,04/07/2022,https://www.latercera.com/la-tercera-pm/noticia/hans-curamil-encargado-del-nuevo-departamento-de-pueblos-originarios-de-la-udi-dibujar-chile-como-un-pais-plurinacional-no-es-el-camino-tiene-que-ser-un-estado-intercultural-que-reconozca-las-riquezas-de-todos-los-pueblos/NHFWEF53D5G55BTWWAX3BSVFTI/,Plurinacional,Sí,No,Sí,
2847,Este domingo en Plaza Yungay de Santiago “La Constitución del Pueblo para los Pueblos”,Elciudadano.com,Región Metropolitana,Julio 2022,01/07/2022,https://www.elciudadano.com/actualidad/este-domingo-en-plaza-yungay-de-santiago-la-constitucion-del-pueblo-para-los-pueblos/07/01/,Plurinacional,No,Sí,Sí,
2850,"Pollyana Rivera, exconstituyente: “Se le dio prioridad a un Estado Plurinacional; la gente no salió a marchar por eso”",Chilevision.cl,Región Metropolitana,Julio 2022,04/07/2022,https://www.chilevision.cl/contigo-en-la-manana/mejores-momentos/pollyana-rivera-exconstituyente-se-le-dio-prioridad-a-un-estado,Plurinacional,Sí,No,Sí,
2852,Realizan rogativa mapuche convocada por machi Linconao en el cerro Santa Lucía,Cnnchile.com,Región Metropolitana,Julio 2022,04/07/2022,https://www.cnnchile.com/pais/rogativa-mapuche-cerro-santa-lucia_20220704/,Plurinacional,No,Sí,Sí,
2861,“La Constitución del pueblo para los pueblos”: Convencionales independientes explican la nueva Constitución en evento cultural,Lavozdelosquesobran.cl,Región Metropolitana,Julio 2022,03/07/2022,https://lavozdelosquesobran.cl/hoy/la-constitucion-del-pueblo-para-los-pueblos-convencionales-independientes-explican-nueva-constitucion-en-evento-cultural/03072022,Plurinacional,No,Sí,Sí,
2865,"Ahora en Chile: constituyentes castrochavistas, antidemocráticas y antinacionales",Infobae.com,Argentina,Julio 2022,24/07/2022,https://www.infobae.com/america/opinion/2022/07/24/ahora-en-chile-constituyentes-castrochavistas-antidecraticas-y-antinacionales/,Plurinacional,No,Sí,Sí,
2867,El debate sobre el reconocimiento del “Estado plurinacional” divide a los chilenos,Elpais.com,España,Agosto 2022,31/08/2022,https://elpais.com/chile/2022-08-31/la-plurinacionalidad-de-la-nueva-constitucion-no-genera-consenso-entre-los-chilenos.html,Plurinacionalidad,Sí,No,Sí,
2868,"José Rodríguez y plurinacionalidad: ""No quiero perder a Chile por segunda vez, costará mucho recuperarlo""",Emol.com,Región Metropolitana,Agosto 2022,17/08/2022,https://www.emol.com/noticias/Nacional/2022/08/17/1070094/jose-rodriguez-analisis-plurinacionalidad.html,Plurinacionalidad,Sí,No,Sí,
2869,¿Qué dice la propuesta constitucional sobre plurinacionalidad?,Laneta.cl,Región Metropolitana,Agosto 2022,02/08/2022,https://laneta.cl/que-dice-la-propuesta-constitucional-sobre-plurinacionalidad/,Plurinacionalidad,Sí,No,Sí,
2870,"La polémica historia de la plurinacionalidad, el concepto que nació en Bolivia y que el texto de la Convención busca instalar en Chile",Ex-ante.cl,Región Metropolitana,Agosto 2022,12/08/2022,https://www.ex-ante.cl/la-polemica-historia-de-la-plurinacionalidad-el-concepto-que-nacio-en-bolivia-y-que-el-texto-de-la-convencion-busca-instalar-en-chile/,Plurinacionalidad,Sí,No,Sí,
2871,"Plurinacionalidad, CEP y framing",Elmostrador.cl,Región Metropolitana,Agosto 2022,10/08/2022,https://www.elmostrador.cl/destacado/2022/08/10/plurinacionalidad-cep-y-framing/,Plurinacionalidad,Sí,No,Sí,
2872,¿Apruebo o Rechazo? Debate sobre Plurinacionalidad,Biobiochile.cl,Región Metropolitana,Agosto 2022,08/08/2022,https://www.biobiochile.cl/biobiotv/programas/una-constitucion-para-chile/2022/08/08/apruebo-o-rechazo-plurinacionalidad.shtml,Plurinacionalidad,Sí,No,Sí,
2873,"Plurinacionalidad: ideas, intereses e identidades",Elmostrador.cl,Región Metropolitana,Agosto 2022,24/08/2022,https://www.elmostrador.cl/destacado/2022/08/24/plurinacionalidad-ideas-intereses-e-identidades/,Plurinacionalidad,Sí,No,Sí,
2874,¿Por qué la plurinacionalidad es un proyecto político de izquierda?,Elmostrador.cl,Región Metropolitana,Agosto 2022,28/08/2022,https://www.elmostrador.cl/noticias/opinion/2022/08/28/por-que-la-plurinacionalidad-es-un-proyecto-politico-de-izquierda/,Plurinacionalidad,Sí,No,Sí,
2875,Arturo Fontaine sobre plurinacionalidad: “No significa desmembrar o desintegrar Chile”,Radio.uchile.cl,Región Metropolitana,Agosto 2022,06/08/2022,https://radio.uchile.cl/2022/08/06/arturo-fontaine-sobre-plurinacionalidad-no-significa-desmembrar-o-desintegrar-chile/,Plurinacionalidad,Sí,No,Sí,
2876,Plurinacionalidad y pueblos indígenas: desmintiendo una presunta excepcionalidad,Elmostrador.cl,Región Metropolitana,Agosto 2022,31/08/2022,https://www.elmostrador.cl/destacado/2022/08/31/plurinacionalidad-y-pueblos-indigenas-desmintiendo-una-presunta-excepcionalidad/,Plurinacionalidad,Sí,No,Sí,
2877,El apoyo a la plurinacionalidad en la Convención,Eldesconcierto.cl,Región Metropolitana,Agosto 2022,27/08/2022,https://www.eldesconcierto.cl/opinion/2022/08/27/el-apoyo-a-la-plurinacionalidad-en-la-convencion.html,Plurinacionalidad,Sí,No,Sí,
2878,"División y privilegios injustificados: las implicancias de la plurinacionalidad en la propuesta constitucional, es el título de una publicación del Instituto Libertad y Desarrollo.",Diarioconstitucional.cl,Región Metropolitana,Agosto 2022,14/08/2022,https://www.diarioconstitucional.cl/2022/08/14/division-y-privilegios-injustificados-las-implicancias-de-la-plurinacionalidad-en-la-propuesta-constitucional-es-el-titulo-de-una-publicacion-del-instituto-libertad-y-desarrollo/,Plurinacionalidad,Sí,No,Sí,
2879,Columna de Sylvia Eyzaguirre: ¿Qué opinan los mapuches de la plurinacionalidad?,Latercera.com,Región Metropolitana,Agosto 2022,13/08/2022,https://www.latercera.com/opinion/noticia/columna-de-sylvia-eyzaguirre-que-opinan-los-mapuches-de-la-plurinacionalidad/W277CCYBXREOPLHVYNCYJRQX44/,Plurinacionalidad,Sí,No,Sí,
2880,Columna de Carlos Peña: El problema de la plurinacionalidad,Emol.com,Región Metropolitana,Agosto 2022,12/08/2022,https://www.emol.com/noticias/Nacional/2022/08/12/1069648/cronica-constitucional-columna-de-opinion.html,Plurinacionalidad,Sí,No,Sí,
2881,Alertan que plurinacionalidad podría impactar futuras relaciones internacionales,Emol.com,Región Metropolitana,Agosto 2022,28/08/2022,https://www.emol.com/noticias/Nacional/2022/08/28/1071094/cronica-constitucional-el-mercurio.html,Plurinacionalidad,Sí,No,Sí,
2882,¿La declaración de Estado plurinacional genera privilegios para los pueblos indígenas?,Ciperchile.cl,Región Metropolitana,Agosto 2022,03/08/2022,https://www.ciperchile.cl/2022/08/03/la-declaracion-de-estado-plurinacional-genera-privilegios-para-los-pueblos-indigenas/,Plurinacionalidad,Sí,No,Sí,
2883,Fernando Pairican sobre plurinacionalidad: “Creo que es una oportunidad política que pocas veces se da en una estructura como Chile”,Radio.uchile.cl,Región Metropolitana,Agosto 2022,24/08/2022,https://radio.uchile.cl/2022/08/24/fernando-pairican-sobre-plurinacionalidad-creo-que-es-una-oportunidad-politica-que-pocas-veces-se-da-en-una-estructura-como-chile/,Plurinacionalidad,Sí,No,Sí,
2884,"Rodrigo Ugalde, autor de Los Peligros de la Plurinacionalidad: ""La nueva Constitución podría permitirle a Bolivia recuperar el mar y la zona donde están los mayores yacimientos""",Eldinamo.cl,Región Metropolitana,Agosto 2022,07/08/2022,https://www.eldinamo.cl/Rodrigo-Ugalde-autor-de-Los-Peligros-de-la-Plurinacionalidad-La-nueva-Constitucion-podria-permitirle-a-Bolivia-recuperar-el-mar-y-la-zona-donde-estan-los-mayores-yacimientos-t202208050007.html,Plurinacionalidad,Sí,No,Sí,
2885,"Llaitul rechaza plurinacionalidad y reconoce negocio ilegal de madera para financiar ""los fierros y los tiros""",Emol.com,Región Metropolitana,Agosto 2022,13/08/2022,https://www.emol.com/noticias/Nacional/2022/08/13/1069836/llaitul-negocio-ilegal-madera-plurinacionalidad.html,Plurinacionalidad,Sí,No,Sí,
2886,La plurinacionalidad en Mapa Constituyente: Qué implica que haya llegado a la propuesta de Nueva Constitución,Theclinic.cl,Región Metropolitana,Agosto 2022,10/08/2022,https://www.theclinic.cl/2022/08/10/mapa-constituyente-plurinacionalidad-propuesta-nueva-constitucion/,Plurinacionalidad,Sí,No,Sí,
2887,VIDEO| Paulina Veloso pone en jaque a Cortázar y recordó cuando apoyó la plurinacionalidad,Eldesconcierto.cl,Región Metropolitana,Agosto 2022,30/08/2022,https://www.eldesconcierto.cl/nacional/2022/08/30/video-paulina-veloso-pone-en-jaque-a-cortazar-y-recordo-cuando-apoyo-la-plurinacionalidad.html,Plurinacionalidad,Sí,No,Sí,
2888,Plurinacionalidad en la Nueva Constitución. La demanda por el derecho a la autodeterminación de los pueblos originarios debe ser en alianza con el pueblo trabajador,Laizquierdadiario.cl,Región Metropolitana,Agosto 2022,23/08/2022,https://www.laizquierdadiario.cl/La-demanda-por-el-derecho-a-la-autodeterminacion-de-los-pueblos-originarios-debe-ser-en-alianza-con,Plurinacionalidad,Sí,No,Sí,
2889,Plurinacionalidad: abogados debaten sobre inclusión de los pueblos originarios en propuesta de Constitución,Adnradio.cl,Región Metropolitana,Agosto 2022,30/08/2022,https://www.adnradio.cl/politica/2022/08/30/plurinacionalidad-abogados-constitucionalistas-debaten-sobre-inclusion-de-los-pueblos-originarios-en-propuesta-de-constitucion.html,Plurinacionalidad,Sí,No,Sí,
2890,Pueblo Mapuche. A la sombra de la plurinacionalidad: últimos acontecimientos de recuperación y represión en wallmapu,Laizquierdadiario.cl,Región Metropolitana,Agosto 2022,29/08/2022,https://www.laizquierdadiario.cl/A-la-sombra-de-la-plurinacionalidad-ultimos-acontecimientos-de-recuperacion-y-represion-en-wallmapu,Plurinacionalidad,Sí,No,Sí,
2891,Encuesta CEP: 48% de los mapuches se distancian de la plurinacionalidad y respaldan un estado nación,Eldinamo.cl,Región Metropolitana,Agosto 2022,03/08/2022,https://www.eldinamo.cl/pais/Encuesta-CEP-48-de-los-mapuches-se-distancian-de-la-plurinacionalidad-y-respaldan-un-estado-nacion-20220803-0033.html,Plurinacionalidad,Sí,No,Sí,
2892,"Tiare Aguilera por propuesta de Estado Plurinacional: ""Es primera vez que el pueblo Rapanui tiene la posibilidad de incidir políticamente en tomas de decisiones de gran relevancia""",24horas.cl,Región Metropolitana,Agosto 2022,09/08/2022,https://www.24horas.cl/proceso-constituyente/tiare-aguilera-por-propuesta-plurinacionalidad-rapanui-posibilidades-toma-decisiones,Plurinacionalidad,Sí,No,Sí,
2893,Claudio Fuentes y plurinacionalidad en propuesta constitucional: “No es que Chile otorgue derechos que otros países no han otorgado”,Sonarfm.cl,Región Metropolitana,Agosto 2022,24/08/2022,https://sonarfm.cl/claudio-fuentes-plurinacionalidad-propuesta-constitucional-derechos-chile-24-08-2022,Plurinacionalidad,Sí,No,Sí,
2894,"Delirantes: Exconvencionales del Rechazo prometieron en campaña precisamente plurinacionalidad, Estado Social de Derecho y protección al agua",Resumen.cl,Región del Biobío,Agosto 2022,18/08/2022,https://resumen.cl/articulos/delirantes-exconvencionales-del-rechazo-prometieron-en-campana-precisamente-plurinacionalidad-estado-social-de-derecho-y-proteccion-al-agua,Plurinacionalidad,Sí,No,Sí,
2895,"Richard Caifal y Estado Plurinacional: ""Los contenidos son los que han causado bastante incertidumbre""",24horas.cl,Región Metropolitana,Agosto 2022,09/08/2022,https://www.24horas.cl/proceso-constituyente/richard-caifal-aseguro-que-contenidos-del-estado-plurinacional-incertidumbre,Plurinacionalidad,Sí,No,Sí,
2896,Plurinacionalidad y relaciones internacionales,Uc.cl,Región Metropolitana,Agosto 2022,26/08/2022,https://www.uc.cl/academia-en-los-medios/plurinacionalidad-y-relaciones-internacionales/,Plurinacionalidad,Sí,No,Sí,
2897,"Estallido, plurinacionalidad y Convención: La vía constitucional a la Revolución. Por Bernardo Solís",Ex-ante.cl,Región Metropolitana,Agosto 2022,06/08/2022,https://www.ex-ante.cl/estallido-plurinacionalidad-y-convencion-la-via-constitucional-a-la-revolucion-por-bernardo-solis/,Plurinacionalidad,Sí,No,Sí,
2898,La plurinacionalidad en la propuesta constitucional: Un concepto que genera debate,Latribuna.cl,Región del Biobío,Agosto 2022,08/08/2022,https://www.latribuna.cl/politica/2022/08/08/la-plurinacionalidad-en-la-propuesta-constitucional-un-concepto-que-genera-debate.html,Plurinacionalidad,Sí,No,Sí,
2899,"Mestizaje, racismo anti-indígena y plurinacionalidad",Diarioestrategia.cl,Región Metropolitana,Agosto 2022,25/08/2022,https://www.diarioestrategia.cl/texto-diario/mostrar/3865863/mestizaje-racismo-anti-indigena-plurinacionalidad,Plurinacionalidad,Sí,No,Sí,
2900,Plurinacionalidad: Un tema que sigue generando discrepancias,Latribuna.cl,Región del Biobío,Agosto 2022,30/08/2022,https://www.latribuna.cl/politica/2022/08/30/plurinacionalidad-un-tema-que-sigue-generando-discrepancias.html,Plurinacionalidad,Sí,No,Sí,
